year;number;content;answer;tags
2019;24;"In triangle <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/e/2/a/e2a559986ed5a0ffc5654bd367c29dfc92913c36.png"" class=""latex"" alt=""$ABC$"" width=""42"" height=""13"">,</span> point <img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12""> divides side <img src=""//latex.artofproblemsolving.com/1/2/5/12517bbc31cb9026c71299b7a0d232d07e60f284.png"" class=""latex"" alt=""$\overline{AC}$"" width=""28"" height=""15""> so that <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/0/4/d/04d53dba7359d997a0a26c9a84238618a4e8cdab.png"" class=""latex"" alt=""$AD:DC=1:2$"" style=""vertical-align: 0px"" width=""131"" height=""13"">.</span> Let <img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12""> be the midpoint of <img src=""//latex.artofproblemsolving.com/4/3/7/4373e7b4be983c0315e82e1fda1df66ed34dd7fb.png"" class=""latex"" alt=""$\overline{BD}$"" width=""30"" height=""15""> and let <img src=""//latex.artofproblemsolving.com/a/0/5/a055f405829e64a3b70253ab67cb45ed6ed5bb29.png"" class=""latex"" alt=""$F$"" width=""14"" height=""12""> be the point of intersection of line <img src=""//latex.artofproblemsolving.com/6/c/5/6c52a41dcbd739f1d026c5d4f181438b75b76976.png"" class=""latex"" alt=""$BC$"" width=""28"" height=""12""> and line <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/9/a/6/9a65c05bd85d2609bea5db2b109ed5f556463511.png"" class=""latex"" alt=""$AE$"" width=""27"" height=""13"">.</span> Given that the area of <img src=""//latex.artofproblemsolving.com/8/c/3/8c3a2d2224f7d163b46d702132425d47828bf538.png"" class=""latex"" alt=""$\triangle ABC$"" width=""58"" height=""13""> is <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/c/6/2/c62a47cbc153efdf4611d8660429ea879be3f192.png"" class=""latex"" alt=""$360$"" width=""26"" height=""12"">,</span> what is the area of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/d/9/1/d919422f1794888aa88074dfa41a76c825420e2f.png"" class=""latex"" alt=""$\triangle EBF$"" width=""59"" height=""13"">?</span><br> <img src=""//latex.artofproblemsolving.com/6/7/c/67cbf2e485fb45870ce31c66adf862603b205f37.png"" class=""asy-image"" width=""258"" height=""165"" alt=""[asy] unitsize(1.5cm); pair A,B,C,DD,EE,FF; B = (0,0); C = (3,0);  A = (1.2,1.7); DD = (2/3)*A+(1/3)*C; EE = (B+DD)/2; FF = intersectionpoint(B--C,A--A+2*(EE-A)); draw(A--B--C--cycle); draw(A--FF);  draw(B--DD);dot(A);  label(&quot;$A$&quot;,A,N); dot(B);  label(&quot;$B$&quot;, B,SW);dot(C);  label(&quot;$C$&quot;,C,SE); dot(DD);  label(&quot;$D$&quot;,DD,NE); dot(EE);  label(&quot;$E$&quot;,EE,NW); dot(FF);  label(&quot;$F$&quot;,FF,S); [/asy]""><br> <img src=""//latex.artofproblemsolving.com/b/5/7/b57926df483ef6d4bb5bb0b6c3d9f40c8a1f5bde.png"" class=""latex"" alt=""$\textbf{(A) }24\qquad\textbf{(B) }30\qquad\textbf{(C) }32\qquad\textbf{(D) }36\qquad\textbf{(E) }40$"" style=""vertical-align: -4px"" width=""398"" height=""17"">";B;AMC 8
2019;25;"Alice has 24 apples. In how many ways can she share them with Becky and Chris so that each of the people has at least 2 apples?<br> <br> <img src=""//latex.artofproblemsolving.com/a/1/f/a1f674a94c55b7adefc9ab461976d82b4384104d.png"" class=""latex"" alt=""$\textbf{(A) }105\qquad\textbf{(B) }114\qquad\textbf{(C) }190\qquad\textbf{(D) }210\qquad\textbf{(E) }380$"" style=""vertical-align: -4px"" width=""443"" height=""17"">";C;2019 AMC 8
2018;1;"An amusement park has a collection of scale models, with ratio <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/9/c/3/9c3a44fbdd03c71aa57d0ab0b0e8aaecb7840a95.png"" class=""latex"" alt=""$1 : 20$"" style=""vertical-align: 0px"" width=""41"" height=""13"">,</span> of buildings and other sights from around the country. The height of the United States Capitol is 289 feet. What is the height in feet of its replica to the nearest whole number?<br> <br> <img src=""//latex.artofproblemsolving.com/3/6/9/36920469724324ec28a6defa7d9eb93794460292.png"" class=""latex"" alt=""$\textbf{(A) }14\qquad\textbf{(B) }15\qquad\textbf{(C) }16\qquad\textbf{(D) }18\qquad\textbf{(E) }20$"" style=""vertical-align: -4px"" width=""398"" height=""17"">";A;AMC 8,ratio,2018 AMC 8
2018;2;"What is the value of the product<img src=""//latex.artofproblemsolving.com/b/f/b/bfbfa87191bbfe0b96ddcd12fff1e5a6e1295ba1.png"" class=""latexcenter"" alt=""$$\left(1+\frac{1}{1}\right)\cdot\left(1+\frac{1}{2}\right)\cdot\left(1+\frac{1}{3}\right)\cdot\left(1+\frac{1}{4}\right)\cdot\left(1+\frac{1}{5}\right)\cdot\left(1+\frac{1}{6}\right)?$$"" width=""476"" height=""43""><br> <img src=""//latex.artofproblemsolving.com/0/c/6/0c64ff31514c4d389c6aa87fb2b820c7bc5f4713.png"" class=""latex"" alt=""$\textbf{(A) }\frac{7}{6}\qquad\textbf{(B) }\frac{4}{3}\qquad\textbf{(C) }\frac{7}{2}\qquad\textbf{(D) }7\qquad\textbf{(E) }8$"" style=""vertical-align: -12px"" width=""364"" height=""37"">";D;AMC 8,2018 AMC 8
2018;3;"Students Arn, Bob, Cyd, Dan, Eve, and Fon are arranged in that order in a circle. They start counting: Arn first, then Bob, and so forth. When the number contains a 7 as a digit (such as 47) or is a multiple of 7 that person leaves the circle and the counting continues. Who is the last one present in the circle?<br> <br> <img src=""//latex.artofproblemsolving.com/8/3/d/83d736cf0df3191b51eaadefefa72f848b5081fc.png"" class=""latex"" alt=""$\textbf{(A) } \text{Arn}\qquad\textbf{(B) }\text{Bob}\qquad\textbf{(C) }\text{Cyd}\qquad\textbf{(D) }\text{Dan}\qquad \textbf{(E) }\text{Eve}$"" style=""vertical-align: -4px"" width=""452"" height=""17"">";D;AMC 8,2018 AMC 8,Bob
2018;4;"The twelve-sided figure shown has been drawn on <img src=""//latex.artofproblemsolving.com/5/0/9/5094c6dc4de7f42c8d47e35fa03c207d2cbcadee.png"" class=""latex"" alt=""$1 \text{ cm}\times 1 \text{ cm}$"" style=""vertical-align: 0px"" width=""93"" height=""12""> graph paper. What is the area of the figure in <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/b/b/0/bb06de78ae4ef6fc2731e0abb6788477c03a7b05.png"" class=""latex"" alt=""$\text{cm}^2$"" width=""27"" height=""15"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/f/4/d/f4d92072ddf7f5314e710dc9641eb84c3ea32879.png"" class=""asy-image"" width=""268"" height=""268"" alt=""[asy] unitsize(8mm); for (int i=0; i<7; ++i) {   draw((i,0)--(i,7),gray);   draw((0,i+1)--(7,i+1),gray); } draw((1,3)--(2,4)--(2,5)--(3,6)--(4,5)--(5,5)--(6,4)--(5,3)--(5,2)--(4,1)--(3,2)--(2,2)--cycle,black+2bp); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/c/e/5/ce513e2dcc4ebc0416b416bff2198f7a46e1decc.png"" class=""latex"" alt=""$\textbf{(A) } 12 \qquad \textbf{(B) } 12.5 \qquad \textbf{(C) } 13 \qquad \textbf{(D) } 13.5 \qquad \textbf{(E) } 14$"" style=""vertical-align: -4px"" width=""427"" height=""17"">";C;AMC 8,geometry,2018 AMC 8
2018;5;"What is the value of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/1/2/8/128a3442836b030a555f413e56a493ac2b3039fd.png"" class=""latex"" alt=""$1+3+5+\cdots+2017+2019-2-4-6-\cdots-2016-2018$"" style=""vertical-align: -1px"" width=""486"" height=""14"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/0/8/d/08dcb9844d7c5f39592c6e9dde3dd595bfb94b7b.png"" class=""latex"" alt=""$\textbf{(A) }-1010\qquad\textbf{(B) }-1009\qquad\textbf{(C) }1008\qquad\textbf{(D) }1009\qquad \textbf{(E) }1010$"" style=""vertical-align: -4px"" width=""533"" height=""17"">";E;AMC 8,2018 AMC 8
2018;6;"On a trip to the beach, Anh traveled 50 miles on the highway and 10 miles on a coastal access road. He drove three times as fast on the highway as on the coastal road. If Anh spent 30 minutes driving on the coastal road, how many minutes did his entire trip take?<br> <br> <img src=""//latex.artofproblemsolving.com/3/d/e/3de0e1632351100fa8fac316a47c03aaf7c6290c.png"" class=""latex"" alt=""$\textbf{(A) }50\qquad\textbf{(B) }70\qquad\textbf{(C) }80\qquad\textbf{(D) }90\qquad \textbf{(E) }100$"" style=""vertical-align: -4px"" width=""407"" height=""17"">";C;AMC 8,2018 AMC 8
2018;7;"The <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/7/9/0/79069377f91364c2f87a64e5f9f562a091c8a6c1.png"" class=""latex"" alt=""$5$"" width=""8"" height=""12"">-</span>digit number <img src=""//latex.artofproblemsolving.com/e/e/f/eef3359e13c64b45a3591d2e5534d39d10401a7c.png"" class=""latex"" alt=""$\underline{2}$"" style=""vertical-align: -3px"" width=""9"" height=""15""> <img src=""//latex.artofproblemsolving.com/1/9/a/19a0f9cc8a8f158bbd1524b59f3e96bec161977e.png"" class=""latex"" alt=""$\underline{0}$"" style=""vertical-align: -3px"" width=""9"" height=""15""> <img src=""//latex.artofproblemsolving.com/b/a/a/baa1fa542b357b33bbe3d8f16db31acbd0c1a7fa.png"" class=""latex"" alt=""$\underline{1}$"" style=""vertical-align: -3px"" width=""9"" height=""15""> <img src=""//latex.artofproblemsolving.com/b/4/9/b49dc9f1a30ab082504131b32f29cf780b7e2823.png"" class=""latex"" alt=""$\underline{8}$"" style=""vertical-align: -3px"" width=""9"" height=""15""> <img src=""//latex.artofproblemsolving.com/c/7/1/c71507c78b6b0adab7a827962038c69930285916.png"" class=""latex"" alt=""$\underline{U}$"" style=""vertical-align: -3px"" width=""14"" height=""15""> is divisible by <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/b/f/2/bf2c9074b396e3af0dea52d792660eea1c77f10f.png"" class=""latex"" alt=""$9$"" width=""8"" height=""12"">.</span> What is the remainder when this number is divided by <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/8/4/5/8455f3b5cb3b4880b8c9d782a5c1f0334db819eb.png"" class=""latex"" alt=""$8$"" width=""8"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/5/6/5/5655d7bf6eb91087010a4359f0556988fe84db0e.png"" class=""latex"" alt=""$\textbf{(A) }1\qquad\textbf{(B) }3\qquad\textbf{(C) }5\qquad\textbf{(D) }6\qquad\textbf{(E) }7$"" style=""vertical-align: -4px"" width=""353"" height=""17"">";B;AMC 8,number theory,2018 AMC 8
2018;8;"Mr. Garcia asked the members of his health class how many days last week they exercised for at least 30 minutes. The results are summarized in the following bar graph, where the heights of the bars represent the number of students.<br> <br> <img src=""//latex.artofproblemsolving.com/f/7/a/f7add6258fd09de75421fb0d08e39071b65b128c.png"" class=""asy-image"" width=""378"" height=""262"" alt=""[asy] size(8cm); void drawbar(real x, real h) {   fill((x-0.15,0.5)--(x+0.15,0.5)--(x+0.15,h)--(x-0.15,h)--cycle,gray); } draw((0.5,0.5)--(7.5,0.5)--(7.5,5)--(0.5,5)--cycle); for (real i=1; i<5; i=i+0.5) {   draw((0.5,i)--(7.5,i),gray); } drawbar(1.0,1.0); drawbar(2.0,2.0); drawbar(3.0,1.5); drawbar(4.0,3.5); drawbar(5.0,4.5); drawbar(6.0,2.0); drawbar(7.0,1.5); for (int i=1; i<8; ++i) {   label(&quot;$&quot;+string(i)+&quot;$&quot;,(i,0.25)); } for (int i=1; i<9; ++i) {   label(&quot;$&quot;+string(i)+&quot;$&quot;,(0.5,0.5*(i+1)),W); } label(&quot;Number of Days of Exercise&quot;,(4,-0.1)); label(rotate(90)*&quot;Number of Students&quot;,(-0.1,2.75)); [/asy]"">What was the mean number of days of exercise last week, rounded to the nearest hundredth, reported by the students in Mr. Garcia's class?<br> <br> <img src=""//latex.artofproblemsolving.com/d/2/1/d21368551ba11eedc173f69770c339e6bce491d3.png"" class=""latex"" alt=""$\textbf{(A) } 3.50 \qquad \textbf{(B) } 3.57 \qquad \textbf{(C) } 4.36 \qquad \textbf{(D) } 4.50 \qquad \textbf{(E) } 5.00$"" style=""vertical-align: -4px"" width=""468"" height=""17"">";C;AMC 8,2018 AMC 8
2018;9;"Tyler is tiling the floor of his 12 foot by 16 foot living room. He plans to place one-foot by one-foot square tiles to form a border along the edges of the room and to fill in the rest of the floor with two-foot by two-foot square tiles. How many tiles will he use?<br> <br> <img src=""//latex.artofproblemsolving.com/a/5/8/a58b7b3e90af92d8e22245cfdb4cfd7530fd075d.png"" class=""latex"" alt=""$\textbf{(A) }48\qquad\textbf{(B) }87\qquad\textbf{(C) }91\qquad\textbf{(D) }96\qquad \textbf{(E) }120$"" style=""vertical-align: -4px"" width=""407"" height=""17"">";B;2018 AMC 8,AMC 8
2018;10;"The <i>harmonic mean</i> of a set of non-zero numbers is the reciprocal of the average of the reciprocals of the numbers. What is the harmonic mean of 1, 2, and 4?<br> <br> <img src=""//latex.artofproblemsolving.com/e/d/7/ed7dec43ce45e400c68a87a7c6b83c72267466db.png"" class=""latex"" alt=""$\textbf{(A) }\frac{3}{7}\qquad\textbf{(B) }\frac{7}{12}\qquad\textbf{(C) }\frac{12}{7}\qquad\textbf{(D) }\frac{7}{4}\qquad \textbf{(E) }\frac{7}{3}$"" style=""vertical-align: -13px"" width=""390"" height=""38"">";C;2018 AMC 8,AMC 8
2018;11;"Abby, Bridget, and four of their classmates will be seated in two rows of three for a group picture, as shown.<br> <img src=""//latex.artofproblemsolving.com/b/a/6/ba6415e404832f3ef2afc016acabd151270a56ee.png"" class=""latexcenter"" alt=""\begin{eqnarray*} \text{X}&amp;\quad\text{X}\quad&amp;\text{X} \\ \text{X}&amp;\quad\text{X}\quad&amp;\text{X}  \end{eqnarray*}"" width=""104"" height=""37"">If the seating positions are assigned randomly, what is the probability that Abby and Bridget are adjacent to each other in the same row or the same column?<br> <br> <img src=""//latex.artofproblemsolving.com/a/6/2/a62288adf7def381546cf64f1be78f68e4fa0236.png"" class=""latex"" alt=""$\textbf{(A) } \frac{1}{3} \qquad \textbf{(B) } \frac{2}{5} \qquad \textbf{(C) } \frac{7}{15} \qquad \textbf{(D) } \frac{1}{2} \qquad \textbf{(E) } \frac{2}{3}$"" style=""vertical-align: -13px"" width=""381"" height=""37"">";C;2018 AMC 8,probability,AMC 8
2018;12;"The clock in Sri's car, which is not accurate, gains time at a constant rate. One day as he begins shopping he notes that his car clock and his watch (which is accurate) both say 12:00 noon. When he is done shopping, his watch says 12:30 and his car clock says 12:35. Later that day, Sri loses his watch. He looks at his car clock and it says 7:00. What is the actual time?<br> <br> <img src=""//latex.artofproblemsolving.com/1/8/d/18dbd7b31fbd10589341bff60d3f99ace09cc88e.png"" class=""latex"" alt=""$\textbf{(A) }5:50\qquad\textbf{(B) }6:00\qquad\textbf{(C) }6:30\qquad\textbf{(D) }6:55\qquad \textbf{(E) }8:10$"" style=""vertical-align: -4px"" width=""519"" height=""17"">";B;AMC 8,2018 AMC 8
2018;13;"Laila took five math tests, each worth a maximum of 100 points. Laila's score on each test was an integer between 0 and 100, inclusive. Laila received the same score on the first four tests, and she received a higher score on the last test. Her average score on the five tests was 82. How many values are possible for Laila's score on the last test?<br> <br> <img src=""//latex.artofproblemsolving.com/e/f/6/ef61ddd8e5d6609165c95cd7b83c8d3e3b98a22c.png"" class=""latex"" alt=""$\textbf{(A) }4\qquad\textbf{(B) }5\qquad\textbf{(C) }9\qquad\textbf{(D) }10\qquad \textbf{(E) }18$"" style=""vertical-align: -4px"" width=""371"" height=""17"">";A;AMC 8,2018 AMC 8
2018;14;"Let <img src=""//latex.artofproblemsolving.com/f/c/9/fc97ef67268cd4e91bacdf12b8901d7036c9a056.png"" class=""latex"" alt=""$N$"" width=""16"" height=""12""> be the greatest five-digit number whose digits have a product of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/a/a/a/aaa4de95cc6371d125d5cf773cdd9f9913dd1d8e.png"" class=""latex"" alt=""$120$"" style=""vertical-align: 0px"" width=""26"" height=""13"">.</span> What is the sum of the digits of <span style=""white-space:pre;""><img src=""//latex.artofproblemsolving.com/f/c/9/fc97ef67268cd4e91bacdf12b8901d7036c9a056.png"" class=""latex"" alt=""$N$"" width=""16"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/d/2/9/d2987ad106f51212352edd9ad5436f7bb1b5ff39.png"" class=""latex"" alt=""$\textbf{(A) }15\qquad\textbf{(B) }16\qquad\textbf{(C) }17\qquad\textbf{(D) }18\qquad\textbf{(E) }20$"" style=""vertical-align: -4px"" width=""398"" height=""17"">";D;AMC 8,2018 AMC 8
2018;15;"In the diagram below, a diameter of each of the two smaller circles is a radius of the larger circle. If the two smaller circles have a combined area of <img src=""//latex.artofproblemsolving.com/d/c/e/dce34f4dfb2406144304ad0d6106c5382ddd1446.png"" class=""latex"" alt=""$1$"" style=""vertical-align: 0px"" width=""8"" height=""12""> square unit, then what is the area of the shaded region, in square units?<br> <br> <img src=""//latex.artofproblemsolving.com/1/8/1/1814b98003d8f9d763c70aa6a56a765673f27d59.png"" class=""asy-image"" width=""192"" height=""192"" alt=""[asy] size(4cm); filldraw(scale(2)*unitcircle,gray,black); filldraw(shift(-1,0)*unitcircle,white,black); filldraw(shift(1,0)*unitcircle,white,black); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/c/0/4/c04e8d0a960de1d28a6de6ba0eb17009699d62a4.png"" class=""latex"" alt=""$\textbf{(A) } \frac{1}{4} \qquad \textbf{(B) } \frac{1}{3} \qquad \textbf{(C) } \frac{1}{2} \qquad \textbf{(D) } 1 \qquad \textbf{(E) } \frac{\pi}{2}$"" style=""vertical-align: -13px"" width=""369"" height=""37"">";D;AMC 8,geometry,2018 AMC 8,circles,2018 AMC
2018;16;"Professor Chang has nine different language books lined up on a bookshelf: two Arabic, three German, and four Spanish. How many ways are there to arrange the nine books on the shelf keeping the Arabic books together and keeping the Spanish books together?<br> <br> <img src=""//latex.artofproblemsolving.com/0/a/6/0a6e1f56e62b08ceb68818e2698f93e0e78aace5.png"" class=""latex"" alt=""$\textbf{(A) }1440\qquad\textbf{(B) }2880\qquad\textbf{(C) }5760\qquad\textbf{(D) }182,440\qquad \textbf{(E) }362,880$"" style=""vertical-align: -4px"" width=""541"" height=""17"">";C;AMC 8,2018 AMC 8
2018;17;"Bella begins to walk from her house toward her friend Ella's house. At the same time, Ella begins to ride her bicycle toward Bella's house. They each maintain a constant speed, and Ella rides 5 times as fast as Bella walks. The distance between their houses is <img src=""//latex.artofproblemsolving.com/4/1/c/41c544263a265ff15498ee45f7392c5f86c6d151.png"" class=""latex"" alt=""$2$"" width=""8"" height=""12""> miles, which is <img src=""//latex.artofproblemsolving.com/7/d/3/7d3b5ec02214174f7f77be34664e65a90496eb15.png"" class=""latex"" alt=""$10,560$"" style=""vertical-align: -3px"" width=""53"" height=""16""> feet, and Bella covers <img src=""//latex.artofproblemsolving.com/8/e/0/8e01d39c002ec80f99eed43b6da372e77b856ce5.png"" class=""latex"" alt=""$2 \tfrac{1}{2}$"" style=""vertical-align: -6px"" width=""18"" height=""21""> feet with each step. How many steps will Bella take by the time she meets Ella?<br> <br> <img src=""//latex.artofproblemsolving.com/0/6/8/068122af11acb54b2dcf5af10505fdca9ddb8906.png"" class=""latex"" alt=""$\textbf{(A) }704\qquad\textbf{(B) }845\qquad\textbf{(C) }1056\qquad\textbf{(D) }1760\qquad \textbf{(E) }3520$"" style=""vertical-align: -4px"" width=""470"" height=""17"">";A;2018 AMC 8,AMC 8
2018;18;"How many positive factors does <img src=""//latex.artofproblemsolving.com/0/d/c/0dcd5a7bd34553d3997ea6c4120971669b79868a.png"" class=""latex"" alt=""$23,232$"" style=""vertical-align: -3px"" width=""53"" height=""16""> have?<br> <br> <img src=""//latex.artofproblemsolving.com/2/8/9/28918517164fca6afb1da9e50b81d4712f215bfe.png"" class=""latex"" alt=""$\textbf{(A) }9\qquad\textbf{(B) }12\qquad\textbf{(C) }28\qquad\textbf{(D) }36\qquad\textbf{(E) }42$"" style=""vertical-align: -4px"" width=""389"" height=""17"">";E;AMC 8,2018 AMC 8
2018;19;"In a sign pyramid a cell gets a ""+"" if the two cells below it have the same sign, and it gets a ""-"" if the two cells below it have different signs. The diagram below illustrates a sign pyramid with four levels. How many possible ways are there to fill the four cells in the bottom row to produce a ""+"" at the top of the pyramid?<br> <br> <img src=""//latex.artofproblemsolving.com/f/5/9/f59b1af815a0ba23baf250a48b1029ee9d1bd5e4.png"" class=""asy-image"" width=""382"" height=""155"" alt=""[asy] unitsize(2cm); path box = (-0.5,-0.2)--(-0.5,0.2)--(0.5,0.2)--(0.5,-0.2)--cycle; draw(box); label(&quot;$+$&quot;,(0,0)); draw(shift(1,0)*box); label(&quot;$-$&quot;,(1,0)); draw(shift(2,0)*box); label(&quot;$+$&quot;,(2,0)); draw(shift(3,0)*box); label(&quot;$-$&quot;,(3,0)); draw(shift(0.5,0.4)*box); label(&quot;$-$&quot;,(0.5,0.4)); draw(shift(1.5,0.4)*box); label(&quot;$-$&quot;,(1.5,0.4)); draw(shift(2.5,0.4)*box); label(&quot;$-$&quot;,(2.5,0.4)); draw(shift(1,0.8)*box); label(&quot;$+$&quot;,(1,0.8)); draw(shift(2,0.8)*box); label(&quot;$+$&quot;,(2,0.8)); draw(shift(1.5,1.2)*box); label(&quot;$+$&quot;,(1.5,1.2)); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/1/0/c/10c09596d74a718836a2be42b32005a8c72190f9.png"" class=""latex"" alt=""$\textbf{(A) } 2 \qquad \textbf{(B) } 4 \qquad \textbf{(C) } 8 \qquad \textbf{(D) } 12 \qquad \textbf{(E) } 16$"" style=""vertical-align: -4px"" width=""371"" height=""17"">";C;geometry,3D geometry,pyramid,AMC 8,2018 AMC 8
2018;20;"In <img src=""//latex.artofproblemsolving.com/6/f/8/6f8dcf98ed1b21dbc446aa28d097d4281599c25e.png"" class=""latex"" alt=""$\triangle ABC,$"" style=""vertical-align: -3px"" width=""62"" height=""17""> a point <img src=""//latex.artofproblemsolving.com/f/a/2/fa2fa899f0afb05d6837885523503a2d4df434f9.png"" class=""latex"" alt=""$E$"" width=""14"" height=""12""> is on <img src=""//latex.artofproblemsolving.com/8/4/0/840e2b592390eb6ec918fa6f3292716ce170de66.png"" class=""latex"" alt=""$\overline{AB}$"" width=""28"" height=""15""> with <img src=""//latex.artofproblemsolving.com/2/4/0/24096979a27c72ccde79e7e4889bf4e4be7a632b.png"" class=""latex"" alt=""$AE=1$"" style=""vertical-align: 0px"" width=""60"" height=""13""> and <img src=""//latex.artofproblemsolving.com/9/2/c/92c20bfa6b6c6f932df6dd6a9f0b2c881179e70b.png"" class=""latex"" alt=""$EB=2.$"" width=""66"" height=""12""> Point <img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12""> is on <img src=""//latex.artofproblemsolving.com/1/2/5/12517bbc31cb9026c71299b7a0d232d07e60f284.png"" class=""latex"" alt=""$\overline{AC}$"" width=""28"" height=""15""> so that <img src=""//latex.artofproblemsolving.com/b/f/6/bf625d97558cbdc51ab8fef465b17fddf270d3d8.png"" class=""latex"" alt=""$\overline{DE} \parallel \overline{BC}$"" style=""vertical-align: -5px"" width=""78"" height=""20""> and point <img src=""//latex.artofproblemsolving.com/a/0/5/a055f405829e64a3b70253ab67cb45ed6ed5bb29.png"" class=""latex"" alt=""$F$"" width=""14"" height=""12""> is on <img src=""//latex.artofproblemsolving.com/e/3/3/e33fe7d65facd8868f58b6e94ddc7f153a5a3f9f.png"" class=""latex"" alt=""$\overline{BC}$"" width=""29"" height=""15""> so that <img src=""//latex.artofproblemsolving.com/8/5/1/851fd6c90b73b80bb0e0fd2cc7fa51aaf4e11ec4.png"" class=""latex"" alt=""$\overline{EF} \parallel \overline{AC}.$"" style=""vertical-align: -5px"" width=""79"" height=""20""> What is the ratio of the area of <img src=""//latex.artofproblemsolving.com/2/8/2/28283830381a9931fc4e44deac6f63dc43a61889.png"" class=""latex"" alt=""$CDEF$"" width=""58"" height=""12""> to the area of <img src=""//latex.artofproblemsolving.com/9/3/a/93a9ae954a85d68fcab8e16b65857097f814792b.png"" class=""latex"" alt=""$\triangle ABC?$"" width=""67"" height=""13""><br> <br> <img src=""//latex.artofproblemsolving.com/0/5/7/0571cfd5e8f21ce8031af38df8ba2295bdf2449a.png"" class=""asy-image"" width=""332"" height=""305"" alt=""[asy] size(7cm); pair A,B,C,DD,EE,FF; A = (0,0); B = (3,0); C = (0.5,2.5); EE = (1,0); DD = intersectionpoint(A--C,EE--EE+(C-B)); FF = intersectionpoint(B--C,EE--EE+(C-A)); draw(A--B--C--A--DD--EE--FF,black+1bp); label(&quot;$A$&quot;,A,S); label(&quot;$B$&quot;,B,S); label(&quot;$C$&quot;,C,N); label(&quot;$D$&quot;,DD,W); label(&quot;$E$&quot;,EE,S); label(&quot;$F$&quot;,FF,NE); label(&quot;$1$&quot;,(A+EE)/2,S); label(&quot;$2$&quot;,(EE+B)/2,S); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/6/e/4/6e45516f9a72e1edf35064c4cddcd58645cfafad.png"" class=""latex"" alt=""$\textbf{(A) } \frac{4}{9} \qquad \textbf{(B) } \frac{1}{2} \qquad \textbf{(C) } \frac{5}{9} \qquad \textbf{(D) } \frac{3}{5} \qquad \textbf{(E) } \frac{2}{3}$"" style=""vertical-align: -12px"" width=""371"" height=""37"">";A;AMC 8,2018 AMC 8,ratio,geometry,similar triangles
2018;21;"How many positive three-digit integers have a remainder of 2 when divided by 6, a remainder of 5 when divided by 9, and a remainder of 7 when divided by 11?<br> <br> <img src=""//latex.artofproblemsolving.com/8/1/a/81ae80de7f9538288c8a0b1d370a58d968bd059d.png"" class=""latex"" alt=""$\textbf{(A) }1\qquad\textbf{(B) }2\qquad\textbf{(C) }3\qquad\textbf{(D) }4\qquad \textbf{(E) }5$"" style=""vertical-align: -4px"" width=""353"" height=""17"">";E;2018 AMC 8,AMC 8
